claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,fraud_reported
282839040,56,M,1,77,64401.6,1,1,Rent,80023,2023-02-20,Monday,Local,0,0,0,Phone,0,4.0,Medium,14338.33,white,10220.88,6390.10158,500,1518.54,10,2,0
283004928,43,F,1,81,60188.8,1,0,Own,15057,2023-08-27,Sunday,Local,0,1,47,Phone,1,1.0,Large,12456.0,white,20777.09,1860.900253,2000,1239.06,9,1,0
283046400,37,F,1,89,57798.4,1,0,Own,85004,2023-10-25,Wednesday,Parking Lot,1,0,94,Phone,1,7.0,Compact,12298.92,white,32562.16,2160.425328,2000,1246.68,11,7,0
283481856,36,F,1,90,57342.4,0,0,Rent,80016,2024-02-13,Tuesday,Local,0,0,32,Phone,1,8.0,Large,13741.62,silver,24451.3,3783.007392,500,1232.57,8,5,0
283627008,45,F,0,69,60907.2,1,1,Own,15012,2023-05-25,Thursday,Local,0,0,25,Phone,0,4.0,Large,20348.7,silver,8630.59,5007.905556,1000,1324.78,11,5,0
283730688,64,F,1,65,66513.6,1,1,Rent,85039,2024-02-13,Tuesday,Parking Lot,1,1,99,Phone,1,6.0,Large,10935.0,gray,21905.83,4848.749378,500,1518.54,7,5,0
284000256,49,F,1,55,62278.4,1,0,Rent,20120,2023-06-22,Thursday,Highway,0,0,26,Phone,0,6.0,Large,8515.88,white,13922.68,4001.830192,500,1055.6,8,4,0
284020992,49,M,1,87,62280.0,1,1,Own,80031,2023-10-06,Friday,Local,0,0,0,Phone,0,3.0,Compact,39746.63,silver,25203.97,3113.736786,1000,999.43,7,4,0
284041728,37,F,1,85,57779.2,1,0,Rent,80041,2024-12-28,Saturday,Local,0,0,12,Phone,1,5.0,Compact,23210.56,white,26348.69,7065.95734,2000,1155.97,10,1,1
284145408,47,F,1,81,61600.0,1,1,Own,50022,2024-06-27,Thursday,Local,0,0,77,Phone,0,6.0,Large,55047.8,gray,9607.78,8071.099198,500,1078.65,10,3,1
284311296,31,F,1,93,54950.4,0,0,Rent,15015,2023-01-29,Sunday,Parking Lot,0,0,70,Phone,1,5.0,Large,13611.12,white,31594.23,4076.25119,1000,1622.67,10,1,0
284394240,42,M,0,82,79776.0,1,0,Own,15015,2023-02-23,Thursday,Highway,0,0,50,Phone,0,4.0,Compact,17756.66,black,26140.98,4869.05409,500,1354.2,9,4,0
284580864,30,F,1,73,54409.6,1,1,Own,15038,2023-06-24,Saturday,Local,0,0,75,Phone,0,7.0,Medium,26064.75,gray,10490.54,6576.825893,1000,999.43,9,7,0
284705280,63,F,1,71,66304.0,1,0,Own,15021,2023-07-18,Tuesday,Local,0,0,64,Phone,1,7.0,Compact,28642.02,black,14216.56,4021.332754,2000,1155.97,9,3,0
284808960,49,F,1,88,62264.0,1,1,Rent,20115,2023-12-03,Sunday,Highway,1,1,0,Phone,0,10.0,Medium,17946.41,white,38349.08,11202.39507,1000,1726.91,9,2,0
284891904,30,M,0,79,54424.0,1,0,Own,15042,2023-03-07,Tuesday,Local,0,0,51,Phone,0,6.0,Large,22934.09,other,7601.0,3379.024262,500,1078.65,10,5,0
285244416,45,M,1,83,60942.4,1,1,Own,20131,2023-07-24,Monday,Parking Lot,1,1,19,Phone,1,7.0,Compact,8259.36,gray,45491.64,6533.807358,500,1055.6,9,8,0
285285888,44,M,0,84,60534.4,1,1,Own,85002,2024-03-21,Thursday,Parking Lot,0,0,52,Phone,1,2.0,Large,10664.8,silver,30274.74,4594.464029,1000,999.43,10,3,0
286115328,55,F,1,97,64140.8,0,0,Rent,85015,2024-05-01,Wednesday,Local,0,0,86,Phone,1,3.0,Medium,28427.57,other,15963.3,5580.15661,1000,1726.91,8,2,1
286364160,50,F,0,77,62604.8,0,1,Own,15044,2023-08-02,Wednesday,Parking Lot,0,0,95,Phone,0,6.0,Compact,14654.62,blue,14572.05,2498.261897,500,1078.65,9,3,0
286488576,50,F,1,37,62611.2,1,1,Rent,15010,2024-04-19,Friday,Local,0,1,0,Phone,1,10.0,Medium,18440.76,black,20476.54,6407.047363,500,1518.54,10,5,0
286571520,36,M,1,55,57326.4,0,1,Rent,50047,2024-03-12,Tuesday,Local,1,0,90,Phone,0,7.0,Large,34360.02,blue,19643.81,3286.871292,2000,1239.06,9,3,0
286841088,31,M,0,80,54963.2,0,1,Rent,20134,2024-12-29,Sunday,Parking Lot,0,0,91,Phone,1,6.0,Compact,14176.2,silver,32592.9,5806.37024,500,1232.57,10,1,0
287006976,41,F,1,78,59409.6,1,0,Own,85046,2023-05-07,Sunday,Local,0,0,47,Phone,1,2.0,Medium,16855.94,white,21452.42,4791.766269,2000,1246.68,9,1,0
287131392,42,M,1,65,79776.0,1,0,Own,20101,2023-07-14,Friday,Parking Lot,0,0,1,Phone,0,4.0,Compact,18278.46,black,10182.92,6518.474383,500,1082.36,10,3,0
287359488,26,M,0,88,52115.2,1,0,Rent,80022,2024-09-14,Saturday,Local,0,0,94,Phone,0,4.0,Large,25744.59,black,32804.21,4289.295259,1000,1726.91,9,4,0
287442432,49,F,0,46,62254.4,1,1,Rent,15049,2023-12-06,Wednesday,Local,0,0,94,Phone,0,11.0,Compact,18919.32,black,9394.84,2159.919438,500,1232.57,11,2,0
287483904,43,F,1,39,60212.8,1,1,Own,50026,2023-06-07,Wednesday,Parking Lot,0,0,17,Phone,1,5.0,Compact,13012.32,blue,11491.34,6215.331351,500,1078.65,8,3,0
287732736,52,M,1,85,63212.8,0,0,Rent,15012,2023-04-09,Sunday,Local,0,0,26,Phone,0,3.0,Compact,33837.96,white,17914.33,3688.647726,2000,1239.06,9,4,1
287774208,35,M,0,80,56872.0,0,1,Own,20147,2023-04-03,Monday,Parking Lot,0,0,63,Phone,1,4.0,Large,21493.55,red,8578.61,2749.542318,2000,1246.68,9,1,0
287836416,28,M,1,81,53329.6,1,0,Own,20163,2024-08-30,Friday,Local,1,0,7,Phone,1,7.0,Large,22586.65,gray,31884.26,6051.180659,1000,1622.67,9,5,0
288085248,60,M,1,54,65507.2,1,0,Own,15026,2023-05-26,Friday,Local,0,0,78,Phone,1,3.0,Compact,61317.52,black,42831.81,6333.782189,1000,1726.91,9,8,0
288168192,61,F,0,85,65784.0,1,0,Own,50011,2024-02-01,Thursday,Parking Lot,1,0,91,Phone,1,5.0,Compact,10262.56,white,40294.45,4443.792933,500,1078.65,9,4,0
288520704,38,M,0,85,58182.4,0,1,Rent,15060,2023-08-19,Saturday,Parking Lot,0,0,25,Phone,1,3.0,Medium,18403.86,red,25076.37,5233.211556,2000,1246.68,9,5,0
288562176,49,F,1,61,62265.6,1,1,Rent,85029,2023-02-05,Sunday,Parking Lot,0,0,100,Phone,0,8.0,Medium,12599.19,blue,43733.68,4557.048708,1000,1622.67,8,5,0
288769536,60,F,1,69,65521.6,1,0,Own,15035,2023-05-27,Saturday,Parking Lot,0,0,0,Phone,1,1.0,Medium,8674.54,gray,19524.49,6824.111955,500,1055.6,8,8,0
288790272,51,M,1,63,82908.8,0,0,Rent,80106,2024-11-07,Thursday,Parking Lot,0,0,44,Phone,0,3.0,Medium,14444.8,silver,50373.52,8014.245604,1000,999.43,10,7,0
288873216,48,F,0,69,61953.6,1,0,Rent,85005,2024-12-30,Monday,Parking Lot,0,0,11,Phone,1,3.0,Large,48421.39,silver,23577.29,5137.160176,1000,1726.91,8,6,0
288997632,34,M,1,89,56404.8,1,1,Rent,15021,2024-05-17,Friday,Parking Lot,0,0,53,Phone,1,3.0,Medium,28644.61,gray,16512.57,2441.516498,500,1078.65,10,5,0
289142784,51,M,0,65,82908.8,0,1,Rent,20164,2024-10-05,Saturday,Local,0,0,50,Phone,1,8.0,Large,22311.88,blue,26566.03,4678.474529,2000,1246.68,8,2,0
289474560,71,F,1,79,68212.8,1,1,Rent,50012,2024-10-28,Monday,Parking Lot,0,0,9,Phone,0,8.0,Compact,10525.57,black,29221.51,5762.482931,2000,1155.97,10,2,0
289661184,55,F,1,57,64128.0,1,1,Own,85063,2023-09-06,Wednesday,Parking Lot,0,0,94,Phone,1,4.0,Medium,48714.28,red,26672.22,6326.461793,1000,1726.91,9,2,1
289764864,43,F,1,81,60180.8,1,0,Rent,15056,2023-01-19,Thursday,Local,2,1,6,Phone,1,4.0,Compact,39282.37,red,8792.48,2396.856172,500,1232.57,10,5,0
290034432,46,M,1,63,61246.4,0,1,Rent,85030,2024-07-13,Saturday,Parking Lot,1,0,99,Phone,1,3.0,Large,24422.61,black,9758.4,12214.95666,2000,1239.06,8,6,1
290055168,34,M,0,75,56376.0,0,0,Own,80019,2024-11-10,Sunday,Highway,0,1,60,Phone,0,4.0,Large,6076.01,red,12918.06,5890.459643,2000,1246.68,10,6,0
290096640,31,M,1,87,54926.4,0,0,Rent,50057,2023-02-19,Sunday,Local,0,1,50,Phone,1,5.0,Medium,42106.02,white,17174.28,7885.259429,500,1082.36,10,3,1
290386944,43,F,0,86,60201.6,0,1,Own,20110,2023-07-09,Sunday,Local,0,*,2,Phone,1,6.0,Compact,30534.72,gray,10607.86,6373.559262,1000,1726.91,10,1,0
290407680,69,F,0,86,67745.6,1,0,Own,85019,2024-12-14,Saturday,Local,1,0,77,Phone,1,7.0,Medium,21461.29,blue,11504.82,6335.45082,500,1232.57,10,4,1
290863872,52,F,1,75,63225.6,0,0,Own,20139,2023-09-24,Sunday,Parking Lot,0,0,49,Phone,1,6.0,Medium,34959.83,blue,20502.67,2933.107625,1000,1622.67,9,4,1
290884608,40,M,1,44,59027.2,0,1,Own,20104,2024-04-13,Saturday,Highway,1,0,3,Phone,1,5.0,Medium,13902.83,blue,23157.41,7034.899026,500,1082.36,10,4,0
291382272,37,F,0,87,57766.4,1,1,Rent,20135,2024-04-21,Sunday,Local,0,0,87,Phone,0,9.0,Compact,20136.77,black,25780.64,8396.934926,1000,1324.78,9,5,0
291423744,45,M,1,83,60920.0,1,0,Own,15046,2023-12-11,Monday,Parking Lot,1,0,49,Phone,0,6.0,Medium,14994.72,white,23288.26,3336.031977,2000,1239.06,10,3,0
291527424,45,F,0,82,60913.6,1,0,Rent,80027,2023-08-07,Monday,Parking Lot,0,0,1,Phone,1,4.0,Compact,28554.1,black,18616.86,5219.487425,2000,1246.68,10,4,1
291548160,50,F,1,96,62584.0,0,0,Rent,80020,2024-06-12,Wednesday,Highway,2,0,3,Phone,0,5.0,Compact,27144.5,red,35770.53,3480.677406,1000,1622.67,8,5,0
291651840,39,F,1,88,58648.0,1,1,Own,20130,2023-12-08,Friday,Highway,0,1,13,Phone,1,10.0,Medium,40224.57,silver,28343.13,3470.872321,500,1055.6,10,4,0
291859200,41,M,1,71,59392.0,1,0,Own,15017,2023-05-26,Friday,Local,0,0,17,Phone,1,5.0,Medium,9499.6,gray,18990.45,5595.352029,500,1078.65,10,3,0
291900672,47,F,1,82,61600.0,1,0,Rent,50034,2023-03-09,Thursday,Local,0,0,79,Phone,0,10.0,Compact,6170.92,red,24195.95,2100.383366,1000,1324.78,8,4,0
292004352,41,F,0,75,59411.2,0,1,Rent,80031,2024-05-27,Monday,Highway,0,0,11,Phone,0,6.0,Large,7397.92,white,27873.68,4554.590278,500,1518.54,9,2,0
292025088,66,F,1,87,67036.8,0,0,Rent,80045,2024-08-24,Saturday,Parking Lot,0,0,3,Phone,1,7.0,Medium,18867.41,red,26141.26,5221.548433,2000,1239.06,9,5,1
292253184,36,M,1,75,57348.8,1,1,Own,80022,2023-11-05,Sunday,Parking Lot,0,0,93,Phone,0,6.0,Large,25358.9,gray,26048.63,5334.036795,1000,999.43,7,2,1
292294656,55,F,1,82,64121.6,1,1,Own,50048,2023-03-30,Thursday,Parking Lot,0,0,80,Phone,0,6.0,Compact,14883.57,other,35585.27,2477.837284,2000,1155.97,8,6,0
292502016,35,F,1,88,56905.6,0,1,Rent,15012,2023-05-18,Thursday,Local,0,0,98,Phone,1,5.0,Medium,36789.07,silver,20979.12,7279.044132,1000,1324.78,9,6,1
292771584,38,F,0,95,58216.0,0,1,Own,50055,2023-03-29,Wednesday,Local,1,0,50,Phone,1,5.0,Medium,38730.0,blue,24033.9,2931.866484,2000,1246.68,7,3,0
292813056,59,F,1,69,65235.2,1,1,Own,20163,2023-12-23,Saturday,Local,4,0,50,Phone,1,2.0,Medium,33349.43,black,26506.59,4804.413328,1000,1622.67,10,6,0
292833792,38,M,1,94,58212.8,1,0,Rent,80016,2024-01-03,Wednesday,Local,0,1,99,Phone,1,5.0,Compact,34996.16,white,22148.93,3287.135605,500,1082.36,8,5,0
292896000,41,F,0,55,59448.0,1,1,Own,15012,2024-09-24,Tuesday,Local,3,1,76,Phone,1,8.0,Medium,12638.55,red,12597.46,8822.954844,500,1055.6,9,6,0
293082624,70,F,1,85,67988.8,0,1,Rent,50012,2023-06-26,Monday,Local,0,0,16,Phone,1,8.0,Large,44742.42,black,33089.67,3608.163538,500,1078.65,7,4,0
293103360,52,M,1,87,63211.2,0,1,Own,85055,2023-04-17,Monday,Local,0,0,69,Phone,1,2.0,Medium,15974.06,red,12460.06,2906.346707,1000,1324.78,9,4,0
293269248,49,F,0,58,62280.0,1,0,Own,15031,2023-01-07,Saturday,Local,0,0,41,Phone,0,3.0,Compact,21105.72,red,46082.8,5263.183538,500,1518.54,8,2,1
293289984,33,F,1,95,55956.8,1,0,Rent,85019,2023-02-03,Friday,Highway,0,0,98,Phone,0,7.0,Compact,28112.78,blue,17440.35,6201.338663,2000,1239.06,8,5,0
293352192,46,M,0,83,61254.4,0,0,Rent,85008,2024-07-22,Monday,Parking Lot,0,0,25,Phone,0,1.0,Large,39252.48,blue,31851.22,10314.6633,2000,1246.68,8,6,0
293476608,45,M,1,55,60899.2,1,1,Own,15001,2023-05-24,Wednesday,Highway,0,0,20,Phone,1,8.0,Medium,21647.09,silver,5027.3,3323.807707,1000,1622.67,9,5,0
293932800,47,F,1,92,61596.8,1,1,Own,85024,2023-10-03,Tuesday,Parking Lot,0,0,92,Phone,0,0.0,Medium,19506.9,red,7486.71,6427.188204,500,1078.65,8,4,0
294057216,58,M,0,97,64972.8,1,1,Own,80025,2024-08-02,Friday,Highway,0,0,92,Phone,0,3.0,Compact,19957.55,silver,14008.88,4563.156608,2000,1239.06,9,4,0
294140160,25,F,1,95,51508.8,1,0,Own,50037,2024-03-23,Saturday,Parking Lot,1,1,97,Phone,1,3.0,Large,30141.32,blue,24978.86,4100.511441,2000,1246.68,9,6,0
294306048,34,M,0,75,56433.6,1,0,Own,80107,2023-12-04,Monday,Parking Lot,2,0,69,Phone,0,8.0,Compact,27712.67,gray,25469.01,4490.883331,500,1354.2,10,3,0
294409728,38,M,1,85,58185.6,0,1,Own,50056,2024-12-05,Thursday,Local,0,0,0,Phone,1,8.0,Medium,5067.2,blue,7540.65,2141.001388,1000,999.43,10,2,0
294534144,43,M,1,96,60166.4,1,1,Rent,20137,2024-07-30,Tuesday,Parking Lot,0,0,36,Phone,1,4.0,Medium,17916.56,other,15507.62,2760.076134,1000,1726.91,9,2,1
294554880,44,M,1,92,60540.8,0,0,Own,20153,2023-08-04,Friday,Local,0,0,42,Phone,0,7.0,Medium,33013.67,other,28661.63,12201.98351,500,1232.57,9,4,0
294637824,51,F,1,84,82908.8,1,1,Rent,85010,2024-03-01,Friday,Highway,0,1,50,Phone,1,5.0,Compact,14716.63,white,22756.66,5098.537448,500,1518.54,10,3,0
294720768,58,F,1,94,64961.6,1,1,Own,85073,2023-07-22,Saturday,Local,0,0,95,Phone,1,8.0,Medium,23433.93,gray,15228.8,5012.437438,2000,1246.68,10,4,0
294782976,53,M,1,86,63492.8,1,1,Own,20163,2024-12-04,Wednesday,Parking Lot,5,0,9,Phone,1,6.0,Large,16643.34,red,19204.82,7075.626537,500,1082.36,9,6,0
294803712,49,F,1,86,62310.4,1,1,Rent,80010,2024-02-11,Sunday,Parking Lot,0,0,81,Phone,0,3.0,Medium,17027.57,red,22302.2,4452.414865,500,1354.2,9,5,0
294865920,42,F,0,82,59795.2,0,1,Rent,85022,2024-09-01,Sunday,Local,0,0,97,Phone,0,3.0,Medium,13925.87,gray,35043.08,2551.309702,1000,999.43,8,7,1
295363584,41,M,1,42,59440.0,1,1,Own,85015,2023-07-30,Sunday,Local,0,1,31,Phone,1,6.0,Large,28149.75,other,30645.76,2988.503284,500,1082.36,8,1,0
295488000,34,M,0,81,56404.8,1,0,Own,85041,2023-10-24,Tuesday,Local,0,0,16,Phone,0,4.0,Compact,15849.63,blue,16041.16,5080.443419,500,1055.6,10,4,0
295508736,49,F,1,65,62259.2,1,1,Rent,20152,2024-10-22,Tuesday,Local,0,0,97,Phone,0,6.0,Compact,15414.23,red,53386.38,2958.2368,1000,999.43,9,2,0
295653888,75,M,1,83,69532.8,0,0,Own,80011,2024-07-30,Tuesday,Parking Lot,0,0,22,Phone,0,5.0,Medium,13500.39,red,11594.15,3942.823345,500,1232.57,9,3,1
295819776,51,F,1,61,82908.8,1,1,Own,15009,2023-05-22,Monday,Local,2,0,85,Phone,1,5.0,Compact,11889.1,other,14185.0,7225.602273,1000,1324.78,9,3,0
295944192,24,F,1,45,50859.2,1,0,Rent,80012,2023-08-24,Thursday,Parking Lot,1,0,77,Phone,1,9.0,Medium,17942.54,silver,21109.67,2750.10768,2000,1246.68,9,2,0
296462592,43,F,1,75,60184.0,1,0,Rent,20149,2024-12-17,Tuesday,Parking Lot,0,0,14,Phone,1,2.0,Medium,21108.02,red,11980.94,5901.541597,500,1055.6,9,2,0
296504064,47,F,0,55,61593.6,1,1,Rent,80001,2024-06-29,Saturday,Parking Lot,4,0,16,Phone,1,4.0,Large,8462.04,blue,13611.18,9379.424599,1000,999.43,9,3,0
296794368,47,F,1,85,61600.0,0,1,Rent,80025,2024-12-23,Monday,Local,2,0,27,Phone,0,5.0,Large,28072.41,other,26368.51,3605.016653,1000,1324.78,9,3,0
296918784,58,F,1,82,64982.4,1,1,Rent,20111,2023-09-07,Thursday,Local,0,0,50,Phone,0,10.0,Medium,43095.83,white,47639.81,5104.241884,500,1518.54,10,3,0
297022464,38,F,1,90,58236.8,1,0,Rent,80107,2023-09-17,Sunday,Highway,0,1,9,Phone,0,8.0,Compact,23676.87,gray,47210.86,12915.2784,2000,1246.68,8,4,1
297146880,45,F,1,70,60942.4,0,0,Own,85030,2023-04-29,Saturday,Highway,3,0,21,Phone,1,4.0,Large,44275.91,other,39765.19,6035.900222,1000,1622.67,9,4,1
297167616,61,M,0,41,65766.4,1,1,Own,80033,2023-11-28,Tuesday,Highway,0,0,90,Phone,0,5.0,Compact,28018.86,silver,21744.3,9196.007451,500,1082.36,9,4,0
297229824,31,M,1,65,54932.8,1,1,Own,50039,2024-07-03,Wednesday,Highway,0,0,98,Phone,1,3.0,Compact,38925.29,red,9866.23,5299.24609,500,1055.6,9,5,0
297333504,54,F,1,83,63843.2,1,1,Own,85017,2023-02-17,Friday,Parking Lot,0,0,2,Phone,0,3.0,Medium,15274.28,silver,22933.44,3325.790877,1000,1726.91,10,4,0
297520128,31,M,0,49,54971.2,1,1,Own,50003,2024-01-23,Tuesday,Local,2,0,8,Phone,0,1.0,Large,21574.2,white,27801.75,4314.167701,500,1518.54,8,3,0
297748224,29,M,1,71,53896.0,1,1,Rent,80033,2024-06-28,Friday,Parking Lot,0,0,2,Phone,1,7.0,Medium,10364.35,gray,29182.68,2808.788536,500,1354.2,7,5,1
297768960,52,M,0,85,63209.6,1,1,Rent,85040,2023-10-24,Tuesday,Parking Lot,2,0,16,Phone,1,11.0,Large,36208.32,silver,10808.53,4364.265668,500,1055.6,9,5,1
297789696,54,M,1,87,63841.6,1,1,Own,85062,2024-08-07,Wednesday,Highway,0,0,31,Phone,0,2.0,Compact,15581.4,other,17778.3,6628.526765,1000,999.43,9,3,1
297831168,31,F,0,26,54968.0,1,1,Own,50026,2023-10-19,Thursday,Parking Lot,2,0,100,Phone,1,3.0,Compact,20033.02,gray,59502.06,3209.542404,2000,1155.97,9,2,0
298162944,23,F,1,62,50161.6,1,1,Rent,20111,2023-01-28,Saturday,Parking Lot,0,0,62,Phone,1,7.0,Compact,13962.07,white,30305.6,6756.689502,2000,1246.68,9,5,1
298287360,42,F,1,78,59796.8,1,0,Own,15019,2024-10-13,Sunday,Local,0,0,50,Phone,0,2.0,Medium,14121.98,other,38430.46,6390.62726,500,1354.2,9,2,1
298370304,52,M,0,76,63232.0,0,0,Own,50028,2024-08-13,Tuesday,Local,0,0,49,Phone,1,5.0,Compact,13850.18,gray,25897.87,4658.623223,1000,999.43,9,1,0
298639872,59,F,1,78,65240.0,1,1,Rent,15012,2024-07-22,Monday,Highway,0,0,85,Phone,1,8.0,Large,30153.79,other,16856.52,3726.524529,2000,1246.68,9,3,1
298660608,70,F,1,87,67968.0,1,1,Own,20102,2023-01-23,Monday,Local,3,0,49,Phone,0,4.0,Compact,44326.22,silver,15067.1,3204.421588,1000,1622.67,10,5,0
298992384,40,M,1,46,59028.8,1,0,Own,20152,2024-02-01,Thursday,Local,0,0,99,Phone,1,14.0,Large,38739.39,silver,33632.94,5623.460174,1000,1726.91,8,6,1
299054592,39,F,0,66,58630.4,1,1,Own,50025,2024-04-25,Thursday,Local,2,0,13,Phone,1,6.0,Medium,13584.54,gray,35268.04,4397.504608,500,1078.65,11,5,0
299572992,34,F,0,33,56451.2,0,1,Own,15005,2024-07-27,Saturday,Highway,1,0,77,Phone,1,7.0,Medium,25015.56,black,34595.86,4157.781901,500,1232.57,9,4,1
299635200,52,M,1,74,63214.4,1,0,Rent,15051,2024-09-06,Friday,Parking Lot,0,0,52,Phone,0,5.0,Medium,20652.09,black,28784.8,4086.717721,500,1078.65,10,4,1
299738880,40,M,1,70,91539.2,0,1,Rent,50054,2023-08-06,Sunday,Parking Lot,0,0,1,Phone,1,5.0,Medium,32729.42,red,16175.95,4593.062022,500,1518.54,10,6,0
299759616,48,F,1,84,107304.0,1,1,Rent,15042,2023-04-01,Saturday,Local,0,0,65,Phone,1,4.0,Medium,29008.45,black,12019.05,4794.441232,2000,1239.06,8,3,0
300008448,64,M,1,87,100164.8,0,0,Own,50042,2024-08-22,Thursday,Local,2,1,90,Phone,1,6.0,Compact,9400.69,black,8098.39,9448.561371,500,1354.2,9,6,0
300112128,33,F,1,79,107304.0,1,1,Rent,15027,2023-02-22,Wednesday,Parking Lot,0,0,46,Phone,1,5.0,Medium,20244.23,white,25812.69,4968.917965,1000,999.43,11,5,0
300195072,40,M,0,82,107304.0,0,1,Rent,15001,2024-07-03,Wednesday,Parking Lot,0,0,10,Phone,0,3.0,Large,24612.25,red,7466.68,3373.505168,500,1232.57,7,4,0
300257280,64,M,1,66,91539.2,1,1,Rent,20151,2023-04-19,Wednesday,Local,5,1,93,Phone,1,4.0,Compact,18189.6,silver,15470.02,5104.030955,500,1078.65,13,5,0
300360960,38,F,1,89,100164.8,0,1,Rent,80002,2023-06-17,Saturday,Local,0,0,73,Phone,0,5.0,Compact,15900.96,blue,8448.22,8555.520023,500,1518.54,10,8,0
300402432,36,M,1,76,37360.0,1,1,Own,15010,2024-11-20,Wednesday,Highway,1,1,92,Phone,1,7.0,Compact,23096.52,silver,15642.53,1449.13706,2000,1246.68,9,6,1
300630528,46,F,1,72,120872.0,0,0,Own,85016,2024-12-23,Monday,Local,2,0,8,Phone,1,6.0,Medium,13165.04,silver,29349.27,5023.513788,1000,999.43,11,6,0
301024512,25,F,0,63,120872.0,1,1,Rent,85024,2024-02-07,Wednesday,Highway,1,1,91,Phone,0,3.0,Compact,41368.42,blue,32716.04,5410.726078,1000,1324.78,9,4,0
301045248,22,M,1,73,120872.0,1,0,Rent,20138,2023-03-07,Tuesday,Local,0,1,21,Phone,0,5.0,Compact,23787.31,gray,35484.68,2245.450309,500,1518.54,8,3,0
301439232,51,F,1,70,120872.0,0,0,Own,20143,2023-12-08,Friday,Parking Lot,0,0,70,Phone,1,2.0,Compact,31902.72,other,12964.63,2630.67477,500,1055.6,8,5,0
301729536,42,F,0,97,79776.0,1,1,Rent,15057,2024-12-27,Friday,Highway,0,1,28,Phone,0,8.0,Compact,19434.05,white,36656.06,7576.079629,2000,1239.06,10,5,0
301771008,31,F,1,60,54921.6,1,1,Rent,80001,2024-03-23,Saturday,Local,0,0,51,Phone,0,2.0,Compact,61317.52,silver,14489.67,12699.50286,1000,1622.67,10,1,1
301791744,56,F,0,76,64390.4,1,0,Own,80038,2024-08-31,Saturday,Local,0,1,99,Phone,1,7.0,Large,13364.82,black,27421.45,9743.57165,500,1082.36,9,7,0
301812480,36,M,1,89,57344.0,0,0,Rent,80001,2023-08-22,Tuesday,Parking Lot,1,0,42,Phone,1,6.0,Medium,23236.69,white,25258.77,5930.461745,500,1354.2,9,1,0
302102784,36,M,1,90,57328.0,1,0,Rent,80030,2024-05-31,Friday,Highway,2,0,84,Phone,1,6.0,Large,36024.73,other,7526.18,4337.049379,500,1232.57,9,9,0
302144256,58,F,0,59,64956.8,1,1,Own,50036,2024-04-09,Tuesday,Parking Lot,0,0,43,Phone,0,1.0,Medium,61317.52,blue,16334.28,1989.539509,1000,1324.78,9,3,0
302330880,40,F,0,78,120872.0,1,0,Own,80002,2023-10-11,Wednesday,Local,0,0,50,Phone,0,5.0,Medium,19641.93,gray,27893.03,2930.166237,1000,1622.67,9,3,0
302393088,37,F,1,88,120872.0,0,1,Own,20156,2024-11-27,Wednesday,Parking Lot,0,0,42,Phone,0,2.0,Compact,10053.2,silver,25749.3,7555.179644,500,1082.36,10,6,0
302476032,47,M,0,66,61600.0,1,1,Own,50025,2023-02-25,Saturday,Local,0,0,4,Phone,1,5.0,Compact,25898.26,blue,10863.87,5506.379722,500,1055.6,8,2,0
302496768,43,F,1,34,60193.6,1,1,Rent,80005,2023-09-12,Tuesday,Local,0,0,65,Phone,1,13.0,Large,27724.47,red,50306.64,1670.358757,1000,999.43,8,3,0
302600448,36,F,1,74,57312.0,1,1,Rent,50047,2024-11-01,Friday,Parking Lot,0,0,9,Phone,1,6.0,Large,19986.92,white,16401.52,4773.515049,2000,1155.97,9,3,0
302662656,38,F,1,78,58200.0,1,0,Own,85003,2023-11-07,Tuesday,Highway,0,0,81,Phone,0,4.0,Large,42558.99,silver,23824.88,1280.417674,500,1232.57,7,3,0
303264000,28,F,0,94,53313.6,0,1,Own,50047,2024-12-24,Tuesday,Parking Lot,0,0,50,Phone,1,4.0,Medium,42385.34,white,28190.79,5026.89367,500,1055.6,7,4,1
303844608,39,M,1,72,120872.0,1,0,Own,80016,2023-08-17,Thursday,Local,0,1,100,Phone,1,9.0,Large,12056.41,gray,22889.16,4092.147541,2000,1239.06,8,2,0
303886080,52,F,1,84,120872.0,1,1,Rent,15026,2024-12-10,Tuesday,Highway,0,0,100,Phone,0,11.0,Medium,23416.95,silver,14728.44,3887.400205,1000,1622.67,9,2,0
303948288,50,M,1,91,62609.6,0,0,Rent,20109,2024-03-30,Saturday,Highway,0,0,92,Phone,0,7.0,Medium,13757.79,white,12870.66,3057.657939,500,1354.2,9,4,1
304010496,47,M,0,85,61633.6,1,0,Rent,80027,2023-07-13,Thursday,Local,1,0,35,Phone,1,4.0,Large,27535.52,white,18397.71,3504.718609,1000,999.43,10,8,1
304051968,36,M,0,88,57296.0,1,1,Own,15035,2024-10-14,Monday,Local,0,0,65,Phone,0,2.0,Medium,14307.13,gray,12096.61,3976.975498,2000,1155.97,10,4,0
304197120,33,F,0,81,55924.8,0,0,Own,80012,2023-08-30,Wednesday,Local,2,1,95,Phone,1,3.0,Medium,23441.01,black,20951.56,8565.596781,1000,1324.78,8,3,0
